ID,pH,Temperature,Colour,Turbidity,Timestamp
1607,6.93,32.91,70,30.3,2026-06-19T12:46:00
1608,7.93,27.49,83,44.68,2026-06-19T12:47:00
1609,6.84,23.72,129,8.49,2026-06-19T12:48:00
1610,6.99,28.57,36,30.67,2026-06-19T12:49:00
1611,7.31,29.59,76,37.07,2026-06-19T12:50:00
1612,7.03,28.74,78,18.38,2026-06-19T12:51:00
1613,7.0,27.47,114,27.19,2026-06-19T12:52:00
1614,6.74,32.77,31,18.46,2026-06-19T12:53:00
1615,7.94,25.84,116,21.7,2026-06-19T12:54:00
1616,8.14,26.59,123,39.37,2026-06-19T12:55:00
1617,7.3,32.64,128,12.96,2026-06-19T12:56:00
1618,7.57,26.9,122,18.35,2026-06-19T12:57:00
1619,8.16,30.97,65,30.13,2026-06-19T12:58:00
1620,6.78,26.97,59,29.5,2026-06-19T12:59:00
1621,6.76,31.8,40,17.99,2026-06-19T13:00:00
1622,7.05,24.47,82,17.69,2026-06-19T13:01:00
1623,7.3,23.76,40,25.49,2026-06-19T13:02:00
1624,7.37,32.99,81,21.98,2026-06-19T13:03:00
1625,8.04,22.56,107,33.47,2026-06-19T13:04:00
1626,6.93,25.92,94,16.62,2026-06-19T13:05:00
1627,7.37,32.44,35,40.47,2026-06-19T13:06:00
1628,8.26,37.67,99,25.97,2026-06-19T13:07:00
1629,7.02,29.09,116,35.52,2026-06-19T13:08:00
1630,7.48,37.47,103,33.19,2026-06-19T13:09:00
1631,6.95,35.97,96,39.75,2026-06-19T13:10:00
1632,7.02,25.16,119,24.84,2026-06-19T13:11:00
1633,7.41,34.9,70,31.6,2026-06-19T13:12:00
1634,7.88,34.38,63,14.57,2026-06-19T13:13:00
1635,8.38,23.91,103,26.59,2026-06-19T13:14:00
1636,7.97,37.72,140,29.72,2026-06-19T13:15:00
1637,8.0,25.36,37,27.69,2026-06-19T13:16:00
1638,8.04,32.66,50,27.99,2026-06-19T13:17:00
1639,8.13,31.02,131,21.53,2026-06-19T13:18:00
1640,7.53,28.99,61,35.35,2026-06-19T13:19:00
1641,7.89,37.03,87,42.2,2026-06-19T13:20:00
1642,8.21,29.67,43,8.87,2026-06-19T13:21:00
1643,7.94,37.26,73,25.46,2026-06-19T13:22:00
1644,8.27,31.47,48,44.52,2026-06-19T13:23:00
1645,8.02,36.86,76,42.63,2026-06-19T13:24:00
1646,7.95,28.02,78,24.56,2026-06-19T13:25:00
1647,6.94,25.03,36,32.61,2026-06-19T13:26:00
1648,7.18,26.2,126,18.91,2026-06-19T13:27:00
1649,8.2,30.29,82,18.61,2026-06-19T13:28:00
1650,7.4,23.69,79,22.65,2026-06-19T13:29:00
1651,8.04,28.51,82,19.62,2026-06-19T13:30:00
1652,8.24,37.5,103,31.14,2026-06-19T13:31:00
1653,6.83,35.56,138,27.31,2026-06-19T13:32:00
1654,7.49,23.63,45,39.67,2026-06-19T13:33:00
1655,7.46,28.51,69,26.59,2026-06-19T13:34:00
1656,7.77,22.9,86,40.71,2026-06-19T13:35:00
1657,7.36,29.89,36,35.72,2026-06-19T13:36:00
1658,7.87,31.57,125,27.69,2026-06-19T13:37:00
1659,6.68,29.41,135,10.64,2026-06-19T13:38:00
1660,7.43,32.82,59,17.59,2026-06-19T13:39:00
1661,7.74,24.76,39,23.76,2026-06-19T13:40:00
1662,8.14,37.19,72,14.93,2026-06-19T13:41:00
1663,6.6,32.24,57,42.66,2026-06-19T13:42:00
1664,7.53,24.61,88,16.21,2026-06-19T13:43:00
1665,7.54,27.51,69,23.45,2026-06-19T13:44:00
1666,7.15,24.36,47,43.98,2026-06-19T13:45:00
1667,7.42,28.72,117,8.6,2026-06-19T13:46:00
1668,7.18,31.12,69,43.34,2026-06-19T13:47:00
1669,7.56,37.16,140,16.53,2026-06-19T13:48:00
1670,7.63,32.81,108,14.51,2026-06-19T13:49:00
1671,7.95,30.61,58,42.26,2026-06-19T13:50:00
1672,7.0,30.42,125,14.28,2026-06-19T13:51:00
1673,7.15,29.93,72,39.93,2026-06-19T13:52:00
1674,7.04,26.3,133,23.07,2026-06-19T13:53:00
1675,8.19,34.95,54,39.94,2026-06-19T13:54:00
1676,7.01,25.74,124,17.52,2026-06-19T13:55:00
1677,8.01,36.32,137,16.82,2026-06-19T13:56:00
1678,7.47,26.06,140,32.78,2026-06-19T13:57:00
1679,8.27,25.71,68,34.77,2026-06-19T13:58:00
1680,7.73,30.03,99,27.52,2026-06-19T13:59:00
1681,8.38,33.87,101,17.17,2026-06-19T14:00:00
1682,8.32,24.88,116,15.21,2026-06-19T14:01:00
1683,6.92,22.92,110,40.1,2026-06-19T14:02:00
1684,8.21,23.05,75,14.64,2026-06-19T14:03:00
1685,6.64,36.79,111,44.85,2026-06-19T14:04:00
1686,6.82,33.4,65,41.82,2026-06-19T14:05:00
1687,7.78,36.8,75,19.8,2026-06-19T14:06:00
1688,7.13,35.6,48,19.01,2026-06-19T14:07:00
1689,7.43,22.8,112,43.18,2026-06-19T14:08:00
1690,8.38,34.39,135,25.23,2026-06-19T14:09:00
1691,7.7,25.09,41,41.15,2026-06-19T14:10:00
1692,7.2,36.99,101,39.1,2026-06-19T14:11:00
1693,7.48,36.03,107,9.2,2026-06-19T14:12:00
1694,6.61,37.9,70,44.1,2026-06-19T14:13:00
1695,6.94,36.1,48,22.93,2026-06-19T14:14:00
1696,6.72,26.49,92,16.52,2026-06-19T14:15:00
1697,8.19,33.92,121,36.74,2026-06-19T14:16:00
1698,6.83,30.76,102,29.49,2026-06-19T14:17:00
1699,6.78,23.17,83,43.83,2026-06-19T14:18:00
1700,7.46,26.54,92,14.12,2026-06-19T14:19:00
1701,7.34,33.67,127,25.07,2026-06-19T14:20:00
1702,7.49,36.98,34,22.18,2026-06-19T14:21:00
1703,6.61,36.05,102,25.16,2026-06-19T14:22:00
1704,8.12,28.97,139,22.73,2026-06-19T14:23:00
1705,7.59,29.35,74,27.64,2026-06-19T14:24:00
1706,8.22,29.99,41,43.84,2026-06-19T14:25:00
1707,7.29,25.18,120,36.69,2026-06-19T14:26:00
1708,8.37,37.31,63,29.0,2026-06-19T14:27:00
1709,7.61,37.97,47,42.06,2026-06-19T14:28:00
1710,8.16,32.89,47,40.87,2026-06-19T14:29:00
1711,6.64,28.79,74,11.79,2026-06-19T14:30:00
1712,7.09,30.88,93,15.86,2026-06-19T14:31:00
1713,8.06,29.14,34,44.14,2026-06-19T14:32:00
1714,7.43,35.86,101,34.41,2026-06-19T14:33:00
1715,7.02,26.94,35,34.1,2026-06-19T14:34:00
1716,8.31,31.92,109,11.35,2026-06-19T14:35:00
1717,7.23,26.14,128,41.47,2026-06-19T14:36:00
1718,7.92,32.85,130,26.54,2026-06-19T14:37:00
1719,8.4,36.78,68,9.58,2026-06-19T14:38:00
1720,8.24,22.47,109,17.55,2026-06-19T14:39:00
1721,8.2,22.32,110,10.19,2026-06-19T14:40:00
1722,6.88,29.83,30,23.76,2026-06-19T14:41:00
1723,6.69,27.74,86,20.85,2026-06-19T14:42:00
1724,8.06,25.8,118,18.99,2026-06-19T14:43:00
1725,6.96,35.53,139,43.29,2026-06-19T14:44:00
1726,7.03,32.56,39,17.18,2026-06-19T14:45:00
1727,8.22,25.56,91,44.82,2026-06-19T14:46:00
1728,7.99,29.44,109,8.27,2026-06-19T14:47:00
1729,6.89,24.1,138,40.65,2026-06-19T14:48:00
1730,7.91,25.09,57,44.16,2026-06-19T14:49:00
1731,8.34,32.69,80,41.33,2026-06-19T14:50:00
1732,7.27,25.44,84,44.78,2026-06-19T14:51:00
1733,6.79,26.3,76,43.29,2026-06-19T14:52:00
1734,8.07,27.1,138,16.68,2026-06-19T14:53:00
1735,7.42,27.86,42,24.66,2026-06-19T14:54:00
1736,6.98,31.99,85,20.94,2026-06-19T14:55:00
1737,7.58,37.9,116,20.67,2026-06-19T14:56:00
1738,7.31,35.86,134,32.22,2026-06-19T14:57:00
1739,7.78,27.13,131,29.45,2026-06-19T14:58:00
1740,6.72,32.08,126,21.96,2026-06-19T14:59:00
1741,7.0,30.77,114,14.74,2026-06-19T15:00:00
1742,8.01,22.97,98,16.8,2026-06-19T15:01:00
1743,6.64,31.42,108,36.52,2026-06-19T15:02:00
1744,8.01,22.75,63,42.97,2026-06-19T15:03:00
1745,8.04,28.51,67,36.33,2026-06-19T15:04:00
1746,7.55,35.67,75,44.26,2026-06-19T15:05:00
1747,7.47,32.22,134,42.13,2026-06-19T15:06:00
1748,7.78,28.45,57,24.79,2026-06-19T15:07:00
1749,7.06,36.74,55,11.37,2026-06-19T15:08:00
1750,7.54,26.32,132,37.98,2026-06-19T15:09:00
1751,7.5,36.72,136,13.66,2026-06-19T15:10:00
1752,8.07,33.1,43,25.07,2026-06-19T15:11:00
1753,7.44,35.13,77,30.94,2026-06-19T15:12:00
1754,7.36,25.74,64,22.05,2026-06-19T15:13:00
1755,7.62,32.72,130,43.3,2026-06-19T15:14:00
1756,6.89,34.75,118,26.82,2026-06-19T15:15:00
1757,7.12,32.32,75,24.13,2026-06-19T15:16:00
1758,6.95,35.71,35,12.24,2026-06-19T15:17:00
1759,6.79,28.61,83,29.08,2026-06-19T15:18:00
1760,7.32,36.41,82,38.87,2026-06-19T15:19:00
1761,7.39,27.87,74,13.6,2026-06-19T15:20:00
1762,7.81,26.04,85,40.61,2026-06-19T15:21:00
1763,7.61,29.7,42,9.98,2026-06-19T15:22:00
1764,7.21,32.94,42,16.08,2026-06-19T15:23:00
1765,6.98,24.91,81,9.73,2026-06-19T15:24:00
1766,8.09,36.65,123,21.68,2026-06-19T15:25:00
1767,7.59,36.45,131,9.14,2026-06-19T15:26:00
1768,8.39,22.38,93,12.06,2026-06-19T15:27:00
1769,6.82,24.72,84,20.34,2026-06-19T15:28:00
1770,6.94,37.85,48,31.07,2026-06-19T15:29:00
1771,8.35,32.82,93,41.84,2026-06-19T15:30:00
1772,7.36,36.79,40,19.6,2026-06-19T15:31:00
1773,6.73,24.31,81,20.6,2026-06-19T15:32:00
1774,7.14,23.27,89,11.47,2026-06-19T15:33:00
1775,6.95,24.71,94,10.19,2026-06-19T15:34:00
1776,8.17,28.82,62,13.25,2026-06-19T15:35:00
1777,8.02,36.68,130,37.98,2026-06-19T15:36:00
1778,7.53,26.7,102,17.94,2026-06-19T15:37:00
1779,7.06,26.72,46,9.22,2026-06-19T15:38:00
1780,7.22,32.69,46,36.74,2026-06-19T15:39:00
1781,6.99,29.26,99,35.94,2026-06-19T15:40:00
1782,7.7,33.61,116,15.15,2026-06-19T15:41:00
1783,7.72,36.0,39,23.58,2026-06-19T15:42:00
1784,7.88,33.41,114,19.29,2026-06-19T15:43:00
1785,7.58,34.67,137,24.87,2026-06-19T15:44:00
1786,6.93,35.39,62,40.87,2026-06-19T15:45:00
1787,7.24,35.93,110,25.95,2026-06-19T15:46:00
1788,7.43,35.9,66,19.01,2026-06-19T15:47:00
1789,8.29,35.81,38,32.44,2026-06-19T15:48:00
1790,8.39,24.11,58,31.63,2026-06-19T15:49:00
1791,7.34,33.05,89,39.03,2026-06-19T15:50:00
1792,7.32,35.41,55,33.62,2026-06-19T15:51:00
1793,7.1,22.51,50,22.46,2026-06-19T15:52:00
1794,8.35,34.38,107,19.52,2026-06-19T15:53:00
1795,7.18,34.61,59,44.13,2026-06-19T15:54:00
1796,7.78,22.99,88,9.96,2026-06-19T15:55:00
1797,8.35,37.63,96,39.74,2026-06-19T15:56:00
1798,7.71,37.62,66,31.7,2026-06-19T15:57:00
1799,8.24,23.79,50,34.96,2026-06-19T15:58:00
1800,6.95,32.91,113,32.02,2026-06-19T15:59:00
1801,6.61,34.6,72,25.54,2026-06-19T16:00:00
1802,7.65,29.7,89,20.57,2026-06-19T16:01:00
1803,7.62,29.49,34,43.0,2026-06-19T16:02:00
1804,6.99,30.65,57,29.34,2026-06-19T16:03:00
1805,7.64,28.26,113,43.0,2026-06-19T16:04:00
1806,7.51,34.84,109,17.23,2026-06-19T16:05:00
1807,8.19,29.95,54,31.52,2026-06-19T16:06:00
1808,6.66,33.05,61,34.65,2026-06-19T16:07:00
1809,8.12,30.41,97,33.1,2026-06-19T16:08:00
1810,6.9,28.25,68,23.47,2026-06-19T16:09:00
1811,6.82,34.92,80,14.5,2026-06-19T16:10:00
1812,7.07,30.07,102,43.68,2026-06-19T16:11:00
1813,8.01,22.37,99,16.4,2026-06-19T16:12:00
1814,8.21,27.97,41,14.12,2026-06-19T16:13:00
1815,7.56,34.11,40,24.32,2026-06-19T16:14:00
1816,6.91,23.86,137,42.54,2026-06-19T16:15:00
1817,7.19,29.07,31,22.69,2026-06-19T16:16:00
1818,7.6,35.36,63,19.13,2026-06-19T16:17:00
1819,7.79,33.42,133,27.75,2026-06-19T16:18:00
1820,6.69,37.74,122,36.09,2026-06-19T16:19:00
1821,7.42,30.26,115,36.01,2026-06-19T16:20:00
1822,8.07,25.2,92,30.18,2026-06-19T16:21:00
1823,6.83,30.91,39,18.4,2026-06-19T16:22:00
1824,7.83,27.17,53,8.12,2026-06-19T16:23:00
1825,8.22,27.4,111,13.56,2026-06-19T16:24:00
1826,6.78,27.0,67,20.5,2026-06-19T16:25:00
1827,6.93,31.38,123,37.33,2026-06-19T16:26:00
1828,7.35,33.5,43,23.68,2026-06-19T16:27:00
1829,7.03,29.5,134,44.91,2026-06-19T16:28:00
1830,6.62,31.4,94,25.01,2026-06-19T16:29:00
1831,7.81,31.45,48,36.17,2026-06-19T16:30:00
1832,6.67,36.61,102,8.22,2026-06-19T16:31:00
1833,7.27,31.86,117,27.54,2026-06-19T16:32:00
1834,6.93,24.12,41,23.78,2026-06-19T16:33:00
1835,7.7,22.64,39,9.68,2026-06-19T16:34:00
1836,6.69,24.3,105,22.41,2026-06-19T16:35:00
1837,7.1,32.14,131,40.84,2026-06-19T16:36:00
1838,7.54,36.95,65,16.57,2026-06-19T16:37:00
1839,8.07,34.28,56,13.23,2026-06-19T16:38:00
1840,7.45,36.06,96,21.73,2026-06-19T16:39:00
1841,7.14,26.89,81,24.17,2026-06-19T16:40:00
1842,7.4,37.03,76,34.46,2026-06-19T16:41:00
1843,7.48,28.55,113,36.16,2026-06-19T16:42:00
1844,8.19,34.74,58,30.82,2026-06-19T16:43:00
1845,7.91,22.84,107,22.04,2026-06-19T16:44:00
1846,6.93,25.77,137,9.04,2026-06-19T16:45:00
1847,7.01,34.25,99,33.09,2026-06-19T16:46:00
1848,8.17,30.47,60,22.48,2026-06-19T16:47:00
1849,6.86,35.21,136,23.94,2026-06-19T16:48:00
1850,7.67,27.65,103,31.19,2026-06-19T16:49:00
1851,7.72,24.45,134,26.43,2026-06-19T16:50:00
1852,6.94,29.27,122,37.51,2026-06-19T16:51:00
1853,7.24,32.85,50,16.82,2026-06-19T16:52:00
1854,7.33,31.38,78,29.39,2026-06-19T16:53:00
1855,6.78,27.2,80,19.44,2026-06-19T16:54:00
1856,7.75,34.87,41,19.32,2026-06-19T16:55:00
1857,7.36,32.48,134,8.48,2026-06-19T16:56:00
1858,8.03,25.69,37,42.65,2026-06-19T16:57:00
1859,7.9,29.83,64,13.84,2026-06-19T16:58:00
1860,7.26,24.61,35,18.33,2026-06-19T16:59:00
1861,8.3,28.03,49,22.71,2026-06-19T17:00:00
1862,7.7,37.8,86,37.98,2026-06-19T17:01:00
1863,8.15,32.28,114,18.17,2026-06-19T17:02:00
1864,7.63,32.67,119,16.23,2026-06-19T17:03:00
1865,7.87,36.7,62,14.29,2026-06-19T17:04:00
1866,7.2,34.32,39,17.73,2026-06-19T17:05:00
1867,7.9,37.76,115,39.7,2026-06-19T17:06:00
1868,7.14,34.06,106,9.05,2026-06-19T17:07:00
1869,7.37,29.96,81,34.03,2026-06-19T17:08:00
1870,6.76,36.41,40,12.61,2026-06-19T17:09:00
1871,7.03,23.82,33,19.21,2026-06-19T17:10:00
1872,6.97,28.07,69,43.58,2026-06-19T17:11:00
1873,7.81,29.76,50,17.62,2026-06-19T17:12:00
1874,7.64,36.49,68,40.75,2026-06-19T17:13:00
1875,7.02,26.97,53,20.59,2026-06-19T17:14:00
1876,7.55,31.77,33,23.14,2026-06-19T17:15:00
1877,8.06,35.35,140,9.29,2026-06-19T17:16:00
1878,6.89,25.68,120,18.72,2026-06-19T17:17:00
1879,7.38,33.77,118,41.17,2026-06-19T17:18:00
1880,7.55,30.66,66,31.44,2026-06-19T17:19:00
1881,7.05,34.4,51,27.34,2026-06-19T17:20:00
1882,7.29,36.68,30,40.05,2026-06-19T17:21:00
1883,8.11,34.89,73,32.45,2026-06-19T17:22:00
1884,6.83,35.67,113,11.18,2026-06-19T17:23:00
1885,7.34,29.2,103,24.86,2026-06-19T17:24:00
1886,7.87,37.88,123,43.81,2026-06-19T17:25:00
1887,8.38,25.6,43,33.12,2026-06-19T17:26:00
1888,6.63,37.42,67,41.48,2026-06-19T17:27:00
1889,8.28,28.62,65,29.77,2026-06-19T17:28:00
1890,7.57,36.8,74,19.04,2026-06-19T17:29:00
1891,7.94,29.46,77,20.31,2026-06-19T17:30:00
1892,7.43,32.44,115,15.61,2026-06-19T17:31:00
1893,7.8,30.08,103,43.5,2026-06-19T17:32:00
1894,7.67,32.82,127,40.17,2026-06-19T17:33:00
1895,7.45,34.9,112,19.55,2026-06-19T17:34:00
1896,7.88,26.02,62,14.81,2026-06-19T17:35:00
1897,8.38,25.67,52,15.01,2026-06-19T17:36:00
1898,7.3,29.16,32,29.29,2026-06-19T17:37:00
1899,6.6,35.25,104,33.16,2026-06-19T17:38:00
1900,7.3,27.77,99,39.29,2026-06-19T17:39:00
1901,8.29,35.43,44,11.95,2026-06-19T17:40:00
1902,8.3,24.4,102,44.89,2026-06-19T17:41:00
1903,7.07,27.3,103,14.59,2026-06-19T17:42:00
1904,6.94,34.4,107,37.62,2026-06-19T17:43:00
1905,6.92,23.77,46,30.89,2026-06-19T17:44:00
1906,7.18,29.55,33,19.42,2026-06-19T17:45:00
1907,6.91,32.78,115,11.22,2026-06-19T17:46:00
1908,7.29,22.05,48,10.3,2026-06-19T17:47:00
1909,7.45,32.89,59,33.25,2026-06-19T17:48:00
1910,7.85,28.27,52,44.12,2026-06-19T17:49:00
1911,8.34,28.0,59,9.53,2026-06-19T17:50:00
1912,7.67,27.1,42,37.28,2026-06-19T17:51:00
1913,7.46,29.1,111,42.62,2026-06-19T17:52:00
1914,7.94,32.71,75,26.48,2026-06-19T17:53:00
1915,7.45,37.99,130,29.5,2026-06-19T17:54:00
1916,7.17,30.61,116,23.98,2026-06-19T17:55:00
1917,8.14,31.24,140,38.63,2026-06-19T17:56:00
1918,6.79,31.93,109,31.67,2026-06-19T17:57:00
1919,7.07,23.63,87,33.72,2026-06-19T17:58:00
1920,8.14,23.88,109,35.34,2026-06-19T17:59:00
1921,7.39,27.03,133,32.47,2026-06-19T18:00:00
1922,7.14,36.24,124,44.39,2026-06-19T18:01:00
1923,7.62,31.98,87,33.23,2026-06-19T18:02:00
1924,7.02,23.74,103,32.72,2026-06-19T18:03:00
1925,8.28,34.24,137,13.78,2026-06-19T18:04:00
1926,7.28,22.05,116,25.51,2026-06-19T18:05:00
1927,8.24,30.95,64,13.44,2026-06-19T18:06:00
1928,7.74,29.31,79,9.8,2026-06-19T18:07:00
1929,7.9,35.17,95,34.75,2026-06-19T18:08:00
1930,7.99,22.62,131,42.74,2026-06-19T18:09:00
1931,7.93,24.83,64,29.5,2026-06-19T18:10:00
1932,7.28,29.9,30,20.13,2026-06-19T18:11:00
1933,7.87,32.34,40,25.26,2026-06-19T18:12:00
1934,6.91,31.85,120,13.94,2026-06-19T18:13:00
1935,6.61,37.9,40,26.91,2026-06-19T18:14:00
1936,7.76,25.32,80,44.38,2026-06-19T18:15:00
1937,7.89,36.7,86,17.05,2026-06-19T18:16:00
1938,7.36,36.3,134,19.99,2026-06-19T18:17:00
1939,8.06,26.99,68,34.34,2026-06-19T18:18:00
1940,7.47,28.07,56,43.99,2026-06-19T18:19:00
1941,7.22,35.23,76,26.78,2026-06-19T18:20:00
1942,8.19,29.24,75,25.17,2026-06-19T18:21:00
1943,6.95,37.71,76,41.89,2026-06-19T18:22:00
1944,7.75,35.46,48,33.34,2026-06-19T18:23:00
1945,6.95,35.73,120,34.17,2026-06-19T18:24:00
1946,7.83,34.67,99,19.86,2026-06-19T18:25:00
1947,7.88,29.16,86,43.9,2026-06-19T18:26:00
1948,7.32,23.0,95,43.72,2026-06-19T18:27:00
1949,7.06,34.28,82,43.32,2026-06-19T18:28:00
1950,7.47,23.02,81,31.45,2026-06-19T18:29:00
1951,6.66,29.95,63,22.94,2026-06-19T18:30:00
1952,8.26,37.66,83,20.99,2026-06-19T18:31:00
1953,7.32,26.12,46,15.55,2026-06-19T18:32:00
1954,7.41,24.54,125,24.54,2026-06-19T18:33:00
1955,6.76,37.24,128,15.89,2026-06-19T18:34:00
1956,8.39,32.76,125,36.31,2026-06-19T18:35:00
1957,7.7,30.96,85,33.26,2026-06-19T18:36:00
1958,7.04,30.31,132,26.86,2026-06-19T18:37:00
1959,8.23,25.08,83,44.07,2026-06-19T18:38:00
1960,7.68,32.27,37,17.54,2026-06-19T18:39:00
1961,8.09,37.04,72,37.94,2026-06-19T18:40:00
1962,8.11,36.9,33,16.03,2026-06-19T18:41:00
1963,8.34,32.48,40,31.04,2026-06-19T18:42:00
1964,8.01,26.82,114,43.32,2026-06-19T18:43:00
1965,8.3,23.19,82,29.55,2026-06-19T18:44:00
1966,7.18,28.98,106,15.47,2026-06-19T18:45:00
1967,8.03,37.11,68,36.06,2026-06-19T18:46:00
1968,7.86,26.73,107,22.78,2026-06-19T18:47:00
1969,7.42,24.81,77,35.99,2026-06-19T18:48:00
1970,7.9,35.5,46,14.21,2026-06-19T18:49:00
1971,6.68,29.24,119,15.3,2026-06-19T18:50:00
1972,7.06,25.86,112,25.66,2026-06-19T18:51:00
1973,8.32,25.27,112,36.87,2026-06-19T18:52:00
1974,6.92,25.49,54,19.77,2026-06-19T18:53:00
1975,7.08,36.9,72,36.97,2026-06-19T18:54:00
1976,7.63,33.98,133,35.42,2026-06-19T18:55:00
1977,7.98,31.81,32,32.19,2026-06-19T18:56:00
1978,7.29,31.34,72,26.78,2026-06-19T18:57:00
1979,7.25,27.62,106,36.72,2026-06-19T18:58:00
1980,8.18,24.01,98,38.39,2026-06-19T18:59:00
1981,7.95,37.89,138,21.37,2026-06-19T19:00:00
1982,7.81,32.03,93,18.65,2026-06-19T19:01:00
1983,7.55,26.57,87,17.46,2026-06-19T19:02:00
1984,6.71,28.29,72,24.54,2026-06-19T19:03:00
1985,6.9,37.1,113,34.27,2026-06-19T19:04:00
1986,7.65,34.0,64,34.32,2026-06-19T19:05:00
1987,7.46,28.82,107,23.7,2026-06-19T19:06:00
1988,8.03,29.59,65,27.17,2026-06-19T19:07:00
1989,7.31,37.77,50,35.63,2026-06-19T19:08:00
1990,7.46,26.79,68,32.53,2026-06-19T19:09:00
1991,7.08,35.27,58,11.84,2026-06-19T19:10:00
1992,7.83,33.29,65,16.18,2026-06-19T19:11:00
1993,6.7,26.21,37,28.63,2026-06-19T19:12:00
1994,6.78,30.61,131,38.65,2026-06-19T19:13:00
1995,7.6,28.11,58,41.11,2026-06-19T19:14:00
1996,7.27,33.83,93,13.04,2026-06-19T19:15:00
1997,6.97,32.16,34,13.53,2026-06-19T19:16:00
1998,7.69,27.5,88,32.43,2026-06-19T19:17:00
1999,7.01,32.04,49,31.54,2026-06-19T19:18:00
2000,8.23,32.41,97,25.22,2026-06-19T19:19:00
2001,7.8,27.36,76,28.9,2026-06-19T19:20:00
2002,6.71,23.38,87,40.76,2026-06-19T19:21:00
2003,7.36,33.77,94,28.91,2026-06-19T19:22:00
2004,6.82,25.0,71,41.31,2026-06-19T19:23:00
2005,6.95,34.01,72,14.76,2026-06-19T19:24:00
2006,6.82,28.41,59,24.19,2026-06-19T19:25:00
2007,7.01,32.04,34,16.09,2026-06-19T19:26:00
2008,7.27,26.98,130,14.59,2026-06-19T19:27:00
2009,6.7,29.75,121,26.72,2026-06-19T19:28:00
2010,8.3,22.68,53,20.48,2026-06-19T19:29:00
2011,8.27,25.82,92,21.86,2026-06-19T19:30:00
2012,6.74,35.77,86,8.88,2026-06-19T19:31:00
2013,7.49,35.93,131,31.54,2026-06-19T19:32:00
2014,7.39,32.14,36,21.7,2026-06-19T19:33:00
2015,7.8,34.9,96,43.79,2026-06-19T19:34:00
2016,7.5,28.05,97,20.31,2026-06-19T19:35:00
2017,7.67,29.46,109,19.68,2026-06-19T19:36:00
2018,7.84,31.34,100,33.83,2026-06-19T19:37:00
2019,7.93,34.33,64,21.89,2026-06-19T19:38:00
2020,7.3,27.02,62,18.98,2026-06-19T19:39:00
2021,8.04,28.92,46,13.4,2026-06-19T19:40:00
2022,7.45,31.87,134,17.13,2026-06-19T19:41:00
2023,6.69,25.72,117,11.81,2026-06-19T19:42:00
2024,7.43,31.36,87,31.86,2026-06-19T19:43:00
2025,6.68,36.45,128,18.89,2026-06-19T19:44:00
2026,7.73,34.35,75,16.47,2026-06-19T19:45:00
2027,7.94,37.23,31,29.73,2026-06-19T19:46:00
2028,7.79,31.2,133,20.4,2026-06-19T19:47:00
2029,7.63,28.31,64,18.89,2026-06-19T19:48:00
2030,7.42,30.34,73,29.81,2026-06-19T19:49:00
2031,7.75,33.45,62,31.3,2026-06-19T19:50:00
2032,7.5,28.62,44,36.81,2026-06-19T19:51:00
2033,8.0,36.83,59,20.48,2026-06-19T19:52:00
2034,8.06,32.17,87,37.75,2026-06-19T19:53:00
2035,7.94,28.92,82,34.57,2026-06-19T19:54:00
2036,8.04,37.22,96,44.84,2026-06-19T19:55:00
2037,7.95,22.3,98,37.45,2026-06-19T19:56:00
2038,8.21,26.34,101,42.47,2026-06-19T19:57:00
2039,7.49,25.62,100,42.63,2026-06-19T19:58:00
2040,7.22,37.17,70,38.08,2026-06-19T19:59:00
2041,7.7,26.04,80,30.7,2026-06-19T20:00:00
2042,7.8,33.21,105,14.88,2026-06-19T20:01:00
2043,8.1,29.95,84,43.65,2026-06-19T20:02:00
2044,6.92,30.11,138,35.32,2026-06-19T20:03:00
2045,7.31,23.08,130,33.91,2026-06-19T20:04:00
2046,7.16,34.87,38,35.44,2026-06-19T20:05:00
2047,8.1,28.01,121,27.8,2026-06-19T20:06:00
2048,7.29,29.68,51,42.66,2026-06-19T20:07:00
2049,7.43,36.74,72,41.86,2026-06-19T20:08:00
2050,8.24,27.14,72,22.17,2026-06-19T20:09:00
2051,6.79,24.01,52,9.14,2026-06-19T20:10:00
2052,8.0,30.71,139,32.7,2026-06-19T20:11:00
2053,7.49,28.71,79,19.55,2026-06-19T20:12:00
2054,7.49,24.91,139,8.18,2026-06-19T20:13:00
2055,6.78,31.98,70,37.9,2026-06-19T20:14:00
2056,7.87,28.07,63,32.6,2026-06-19T20:15:00
2057,8.2,29.73,77,17.52,2026-06-19T20:16:00
2058,7.65,27.6,85,11.37,2026-06-19T20:17:00
2059,6.63,31.39,121,14.31,2026-06-19T20:18:00
2060,7.59,36.06,135,11.92,2026-06-19T20:19:00
2061,8.02,31.91,93,41.95,2026-06-19T20:20:00
2062,7.59,29.6,34,22.94,2026-06-19T20:21:00
2063,7.57,32.25,83,11.32,2026-06-19T20:22:00
2064,7.47,22.62,33,18.81,2026-06-19T20:23:00
2065,7.63,32.85,113,29.27,2026-06-19T20:24:00
2066,7.15,35.02,125,29.92,2026-06-19T20:25:00
2067,7.05,33.94,58,32.16,2026-06-19T20:26:00
2068,8.16,26.43,83,31.69,2026-06-19T20:27:00
2069,6.92,23.72,134,32.28,2026-06-19T20:28:00
2070,7.57,23.29,133,31.26,2026-06-19T20:29:00
2071,7.6,32.89,68,17.73,2026-06-19T20:30:00
